exclusion,category
ran,verb
rang,verb
rap,verb
rate,verb
rates,verb
reach,verb
read,verb
reading,verb
record,verb
records,verb
recruit,verb
reform,verb
refuge,verb
relax,verb
rely,verb
rendezvous,verb
rent,verb
request,verb
rescue,verb
research,verb
reset,verb
retreat,verb
retrieve,verb
return,verb
rid,verb
riding,verb
rip,verb
rise,verb
rots,verb
ruled,verb
run,verb
running,verb
runs,verb
rushing,verb
said,verb
saw,verb
say,verb
says,verb
scale,verb
scan,verb
scares,verb
see,verb
seem,verb
seen,verb
sees,verb
sell,verb
selling,verb
sells,verb
send,verb
sending,verb
sense,verb
sent,verb
serenade,verb
serve,verb
set,verb
settle,verb
setup,verb
sever,verb
shape,verb
share,verb
sharing,verb
shield,verb
shook,verb
shove,verb
shun,verb
shut,verb
simmering,verb
simmers,verb
sit,verb
skip,verb
slap,verb
slaughter,verb
snipe,verb
so do,verb
sold,verb
solve,verb
sort,verb
spin,verb
spit,verb
split,verb
staining,verb
stand,verb
start,verb
stay,verb
step,verb
stoke,verb
stole,verb
strike,verb
supply,verb
sway,verb
sweep,verb
swell,verb
take,verb
taken,verb
target,verb
tax,verb
tear,verb
tell,verb
tend,verb
to do,verb
to go,verb
tote,verb
trade,verb
train,verb
transfer,verb
transport,verb
trim,verb
troll,verb
trump,verb
try,verb
tug,verb
tune,verb
turn,verb
twist,verb
undo,verb
unite,verb
use,verb
uses,verb
utter,verb
veto,verb
vie,verb
view,verb
visit,verb
waging,verb
wait,verb
waits,verb
wake,verb
wale,verb
walk,verb
wandering,verb
want,verb
warn,verb
warns,verb
warring,verb
was,verb
wash,verb
watch,verb
welcome,verb
will,verb
win,verb
wish,verb
woke,verb
won,verb
wonder,verb
woo,verb
zoom,verb
espero,verb.por
falar,verb.por
quer,verb.por
queremos,verb.por
quero,verb.por
veja,verb.por
vem,verb.por
grenade,weapon
kalashnikov,weapon
ordnance,weapon
fog,weather
freezing point,weather
rain,weather
rainy,weather
fri,weekday
friday,weekday
mon,weekday
monday,weekday
sat,weekday
saturday,weekday
sun,weekday
sunday,weekday
thu,weekday
thur,weekday
thurs,weekday
thursday,weekday
tue,weekday
tues,weekday
tuesday,weekday
wed,weekday
wednesday,weekday
weds,weekday
audi,well-known.brand
bloomberg,well-known.brand
boeing,well-known.brand
buick,well-known.brand
cadillac,well-known.brand
camaro,well-known.brand
dior,well-known.brand
doppler,well-known.brand
elle,well-known.brand
ferrari,well-known.brand
gaga,well-known.brand
honda,well-known.brand
kobe,well-known.brand
kodak,well-known.brand
lego,well-known.brand
lenovo,well-known.brand
mac,well-known.brand
mcdonalds,well-known.brand
monsanto,well-known.brand
mustang,well-known.brand
nike,well-known.brand
nissan,well-known.brand
nokia,well-known.brand
olympus,well-known.brand
oreo,well-known.brand
puma,well-known.brand
reebok,well-known.brand
rolex,well-known.brand
rolling stone,well-known.brand
rollingstone,well-known.brand
samsung,well-known.brand
shakespeare,well-known.brand
suzuki,well-known.brand
tesla,well-known.brand
uber,well-known.brand
über,well-known.brand
vaio,well-known.brand
volkswagen,well-known.brand
american flag,well-known.concept
coca,well-known.concept
coca cola,well-known.concept
coca-cola,well-known.concept
cola,well-known.concept
disney,well-known.concept
energy,well-known.concept
foia,well-known.concept
martini,well-known.concept
pepsi,well-known.concept
zodiac,well-known.concept
dengue,well-known.disease
ebola,well-known.disease
flu,well-known.disease
hanta,well-known.disease
lyme,well-known.disease
mers,well-known.disease
zika,well-known.disease
alaaddin,well-known.fiction
aladdin,well-known.fiction
aladin,well-known.fiction
batman,well-known.fiction
darth,well-known.fiction
little red,well-known.fiction
sherlock,well-known.fiction
simpsons,well-known.fiction
vader,well-known.fiction
yoda,well-known.fiction
apollo,well-known.mythology
aslan,well-known.mythology
bigfoot,well-known.mythology
dragon,well-known.mythology
excalibur,well-known.mythology
gotham,well-known.mythology
krypton,well-known.mythology
midas,well-known.mythology
nirvana,well-known.mythology
thor,well-known.mythology
voodoo,well-known.mythology
zeus,well-known.mythology
orbiter,well-known.name
ap,well-known.org
api,well-known.org
chevrolet,well-known.org
coke,well-known.org
dod,well-known.org
gallup,well-known.org
gop,well-known.org
irs,well-known.org
nato,well-known.org
ngo,well-known.org
ngos,well-known.org
nobel,well-known.org
red cross,well-known.org
reuters,well-known.org
sears,well-known.org
sox,well-known.org
toyota,well-known.org
tsa,well-known.org
united nations,well-known.org
usaid,well-known.org
ali,well-known.person
einstein,well-known.person
gandhi,well-known.person
ghandi,well-known.person
han,well-known.person
modi,well-known.person
mozart,well-known.person
obama,well-known.person
ringo,well-known.person
shaq,well-known.person
uncle sam,well-known.person
